"000000035","","AU01","false","","Manjulaarama","2020-01-24 20:57:37.0000000","USD","","1201 THIRD AVENUE SUITE 5100","SEATTLE","US","1000001282","","WA","98154",,,,"IN","2020-01-30 20:57:00.0000000","","","","false","false","false","AVE INDUSTRIAS # 4500 ESQ. CO","SAN LUIS POTOSI","MX","SLP","78395","","AIR HOSE","16320M1D","false","","15","","","","2020-01-24 20:57:30.0000000","1000002486","","","","","EA","Manjulaarama","2020-01-24 20:57:37.0000000","Manjulaarama","","","","LBS","PACCAR PARTS - SAN LUIS POTOSI","MITSUI & CO USA INC",,,,,,,,,,,
"000000040","","US01","false","","SHRIDHARJOSH","2020-02-06 16:08:36.0000000","USD","","CALZ GUSTAVO VILDOSOLA CASTRO 2000","MEXICALI","MX","CX07","","BC","21385",,,,"IN","2020-03-23 16:08:00.0000000","","","","false","false","false","149 WATER TANK ROAD","STATESVILLE","US","NC","28677","","FIFTH WHEEL\, HOLLAND","FW17J724XL00","false","","100","","","","2020-02-24 16:08:00.0000000","1000001645","","","","","EA","SHRIDHARJOSH","2020-02-06 16:08:36.0000000","SHRIDHARJOSH","","","","LBS","MACKMOLDING COMPANY","KenMex East Receiving Dock 1 to 7",,,,,,,,,,,
"000000091","","US56","false","","TM_INT_EMP01","2020-06-24 13:46:00.0000000","USD","","Calzada Gustavo Vildosola Castro","Mexicali","MX","MX02","","BC","21385","10.000000","10.000000","10.000000","IN","2020-07-02 13:45:00.0000000","123456","","","false","false","false","3211 FRUITLAND AVE","LOS ANGELES","US","CA","90058-0843","ZWPT","FIFTH WHEEL\, HOLLAND","FW17H924XL00","false","","200","","","","2020-06-26 13:45:00.0000000","1000001404","","","","CC","EA","TM_INT_EMP01","2020-06-24 13:46:00.0000000","TM_INT_EMP01","","","200","LBS","BARKSDALE - LOS ANGELES CA","PACCAR KenFab Plant","","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000041","","US01","false","","SHRIDHARJOSH","2020-02-06 16:16:36.0000000","USD","","CALZ GUSTAVO VILDOSOLA CASTRO 2000","MEXICALI","MX","CX07","","BC","21385",,,,"IN","2020-02-24 16:16:00.0000000","","","","false","false","false","149 WATER TANK ROAD","STATESVILLE","US","NC","28677","","FIFTH WHEEL\, HOLLAND","FW17J712XL80","false","","10","","","","2020-02-10 16:16:00.0000000","1000001645","","","","","EA","SHRIDHARJOSH","2020-02-06 16:16:36.0000000","SHRIDHARJOSH","","","","LBS","MACKMOLDING COMPANY","KenMex East Receiving Dock 1 to 7",,,,,,,,,,,
"000001145","PO12345","US50","false","","TM_EXT_MCS01","2020-07-08 16:36:53.0000000","USD","CO12345","3100 Technology Dr\, Suite 100","Plano","US","US16","","TX","75074","10.000000","10.000000","10.000000","IN","2020-07-27 16:36:00.0000000","GL12345","","","false","false","false","8431 GEORGETOWN RD #100","INDIANAPOLIS","US","IN","46268","ZWPT","FIFTH WHEEL\, HOLLAND","FW17J724XL00","false","PN112354","100","","","REF12345","2020-07-13 16:36:00.0000000","1000002229","","","test instructions","CC","EA","TM_EXT_MCS01","2020-07-08 16:36:53.0000000","TM_EXT_MCS01","","","100","LBS","EATON CUMMINS AUTOMATED","Dynacraft Texas Plant","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000000102","","US02","false","","TM_INT_EMP01","2020-06-24 15:51:49.0000000","USD","","1257 ROBERSON SPRINGS RD BLDG 1","LOUDON","US","PD02","","TN","37774","10.000000","10.000000","40.000000","IN","2020-06-29 15:51:00.0000000","","","","false","false","false","1601 NORTH 8TH STREET","RENTON","US","WA","98057-5573","ZCTN","WIRE-EXTENSION","P92-1396-0600","true","","100","","","","2020-06-24 15:51:00.0000000","1000004702","","","","TP","EA","TM_INT_EMP01","2020-06-24 15:51:49.0000000","TM_INT_EMP01","","","100","LBS","KENWORTH RENTON","National Seating","PLE","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000042","","US01","false","","SHRIDHARJOSH","2020-02-06 16:22:04.0000000","USD","","149 WATER TANK ROAD","STATESVILLE","US","1000001645","","NC","28677",,,,"IN","2020-02-17 16:21:00.0000000","","","","false","false","false","CALZ GUSTAVO VILDOSOLA CASTRO 2000","MEXICALI","MX","BC","21385","","FIFTH WHEEL-HOLLAND","FW17M712XL00","false","","10","","","","2020-02-11 16:21:00.0000000","CX07","","","","","EA","SHRIDHARJOSH","2020-02-06 16:22:04.0000000","SHRIDHARJOSH","","","","LBS","KenMex East Receiving Dock 1 to 7","MACKMOLDING COMPANY",,,,,,,,,,,
"000001146","PO12345","US50","false","","TM_EXT_MCS01","2020-07-08 16:53:47.0000000","USD","CO12345","3100 Technology Dr\, Suite 100","Plano","US","US16","","TX","75074","10.000000","10.000000","10.000000","IN","2020-07-27 16:36:00.0000000","GL12345","","","false","false","false","8431 GEORGETOWN RD #100","INDIANAPOLIS","US","IN","46268","ZWPT","FIFTH WHEEL\, HOLLAND","","false","PN112354","100","","","REF12345","2020-07-13 16:36:00.0000000","1000002229","","","test instructions","CC","EA","TM_EXT_MCS01","2020-07-08 16:53:47.0000000","TM_EXT_MCS01","","","100","LBS","EATON CUMMINS AUTOMATED","Dynacraft Texas Plant","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000001100","","CA51","true","","TM_INT_EMP01","2020-06-24 15:54:47.0000000","USD","","1257 ROBERSON SPRINGS RD BLDG 1","LOUDON","US","PD02","","TN","37774","10.000000","10.000000","10.000000","IN","2020-06-26 15:54:00.0000000","","","","false","false","false","1601 NORTH 8TH STREET","RENTON","US","WA","98057-5573","ZDRM","HARNESS-TURN SIGNAL","P92-1139","true","","100","ECN","","","2020-06-24 15:54:00.0000000","1000004702","","","","TP","EA","TM_INT_EMP01","2020-06-24 15:54:47.0000000","TM_INT_EMP01","","","100","LBS","KENWORTH RENTON","National Seating","PLE","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000043","","US01","false","","SHRIDHARJOSH","2020-02-06 16:25:38.0000000","USD","","149 WATER TANK ROAD","STATESVILLE","US","1000001645","","NC","28677",,,,"IN","2020-02-17 16:25:00.0000000","","","","false","false","false","CALZ GUSTAVO VILDOSOLA CASTRO 2000","MEXICALI","MX","BC","21385","","FIFTH WHEEL-HOLLAND","FW17H818XL80","false","","2","","","","2020-02-10 16:25:00.0000000","CX07","","","","","EA","SHRIDHARJOSH","2020-02-06 16:25:38.0000000","SHRIDHARJOSH","","","","LBS","KenMex East Receiving Dock 1 to 7","MACKMOLDING COMPANY",,,,,,,,,,,
"000001147","","US52","false","","TM_EXT_MCS01","2020-07-14 09:25:07.0000000","USD","",". 750 HOUSER WAY NORTH","RENTON","US","1000004685","","WA","98057-5573","10.000000","10.000000","10.000000","IN","2020-07-20 09:24:00.0000000","","","","false","false","false","ATTN MC 60404","COLUMBUS","US","IN","47202-3005","ZWPT","FIFTH WHEEL\, HOLLAND","FW17J824XL00","false","","100","","","","2020-07-15 09:24:00.0000000","1000001041","","","","CC","EA","TM_EXT_MCS01","2020-07-14 09:25:07.0000000","TM_EXT_MCS01","","","1000","LBS","CUMMINS-ROCKY MTN NC","PACCAR PARTS","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000001101","","CA51","true","","TM_INT_EMP01","2020-06-24 15:57:14.0000000","USD","","1257 ROBERSON SPRINGS RD BLDG 1","LOUDON","US","PD02","","TN","37774","10.000000","10.000000","10.000000","IN","2020-06-26 15:54:00.0000000","","","","false","false","false","1601 NORTH 8TH STREET","RENTON","US","WA","98057-5573","ZDRM","HARNESS-TURN SIGNAL","P92-1139","true","","100","ECN","","","2020-06-24 15:54:00.0000000","1000004702","","","","TP","EA","TM_INT_EMP01","2020-06-24 15:57:14.0000000","TM_INT_EMP01","","","100","LBS","KENWORTH RENTON","National Seating","PLE","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000044","","US03","false","","SHRIDHARJOSH","2020-02-06 16:29:49.0000000","USD","","3200 AIRPORT RD","DENTON","US","PD01","","TX","76207",,,,"IN","2020-02-24 16:29:00.0000000","","","","false","false","false","CALZ GUSTAVO VILDOSOLA CASTRO 2000","MEXICALI","MX","BC","21385","","LOUVER-GRILLE","F45-1002","false","","10","","","","2020-02-12 16:29:00.0000000","CX07","","","","","EA","SHRIDHARJOSH","2020-02-06 16:29:49.0000000","SHRIDHARJOSH","","","","LBS","KenMex East Receiving Dock 1 to 7","Peterbilt Motors Company",,,,,,,,,,,
"000001148","","US52","false","","TM_EXT_MCS01","2020-07-14 09:30:28.0000000","USD","","750 HOUSER WAY NORTH","RENTON","US","1000004701","","WA","98057","10.000000","10.000000","10.000000","IN","2020-07-29 09:30:00.0000000","","","","false","false","false","1801 US HWY 51","STOUGHTON","US","WI","53589","ZWPT","FIFTH WHEEL-HOLLAND","FW17H818XL00","false","","100","","","","2020-07-15 09:30:00.0000000","1000001310","","","","CC","EA","TM_EXT_MCS01","2020-07-14 09:30:28.0000000","TM_EXT_MCS01","","","2000","LBS","CUMMINS FILTRATION","PACCAR PARTS","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000001102","","CA51","true","","TM_INT_EMP01","2020-06-24 16:13:03.0000000","USD","","1257 ROBERSON SPRINGS RD BLDG 1","LOUDON","US","PD02","","TN","37774","10.000000","10.000000","10.000000","IN","2020-06-26 15:54:00.0000000","","","","false","false","false","1601 NORTH 8TH STREET","RENTON","US","WA","98057-5573","ZDRM","JUMPER- AIR DRYER","P92-1129-0600","true","","100","ECN","","","2020-06-24 15:54:00.0000000","1000004702","","","","TP","EA","TM_INT_EMP01","2020-06-24 16:13:03.0000000","TM_INT_EMP01","","","100","LBS","KENWORTH RENTON","National Seating","PLE","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000045","","US01","false","","SHRIDHARJOSH","2020-02-06 16:32:15.0000000","USD","","800 MANOR PARK DRIVE","COLUMBUS","US","1000001593","","OH","43228",,,,"IN","2020-02-25 16:32:00.0000000","","","","false","false","false","149 WATER TANK ROAD","STATESVILLE","US","NC","28677","","GLASS T2000/387 10PK","DW1310-10","false","","23","","","","2020-02-13 16:32:00.0000000","1000001645","","","","","EA","SHRIDHARJOSH","2020-02-06 16:32:15.0000000","SHRIDHARJOSH","","","","LBS","MACKMOLDING COMPANY","CORE MFG COMPANY - MX",,,,,,,,,,,
"000001149","","US56","false","","TM_EXT_MCS01","2020-07-14 09:32:42.0000000","USD","","Calzada Gustavo Vildosola Castro","Mexicali","MX","MX02","","BC","21385","10.000000","10.000000","10.000000","IN","2020-07-28 09:32:00.0000000","","","","false","false","false","1801 US HWY 51","STOUGHTON","US","WI","53589","ZWPT","FIFTH WHEEL-HOLLAND","FW17H818XL00","false","","20","","","","2020-07-15 09:32:00.0000000","1000001310","","","","PP","EA","TM_EXT_MCS01","2020-07-14 09:32:42.0000000","TM_EXT_MCS01","","","1000","LBS","CUMMINS FILTRATION","PACCAR KenFab Plant","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000000046","","MX01","false","","TM_EXT_MCS01","2020-02-07 15:44:48.0000000","USD","","CALZ GUSTAVO VILDOSOLA CASTRO 2000","Mexicali","MX","CX01","","BC","21385",,,,"IN","2020-02-24 15:44:00.0000000","","","","false","false","false","149 WATER TANK ROAD","STATESVILLE","US","NC","28677","","FIFTH WHEEL\, HOLLAND","FW17J824XL80","false","","23","","","","2020-02-10 15:44:00.0000000","1000001645","","","","","EA","TM_EXT_MCS01","2020-02-07 15:44:48.0000000","TM_EXT_MCS01","","","","LBS","MACKMOLDING COMPANY","KENWORTH MEXICANA",,,,,,,,,,,
"000001103","","US52","true","","TM_INT_EMP01","2020-06-25 08:19:06.0000000","USD","","1601 N 8th Ave","Renton","US","Kenworth","","WA","98057","48.000000","48.000000","48.000000","IN","2020-06-28 09:00:00.0000000","","","","false","false","false","5828 Saint Andrews Drive","Mukilteo","US","WA","98275","ZWPT","MODULE-HVAC\,SLEEPER","F31-1209","false","","1","TRL","","","2020-06-25 14:00:00.0000000","Lee Taylor","","","","CC","EA","TM_INT_EMP01","2020-06-25 08:19:06.0000000","TM_INT_EMP01","","","200","LBS","Lee Taylor","Kenworth","","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000001150","","US56","false","","TM_EXT_MCS01","2020-07-14 09:57:06.0000000","USD","","6853 SOUTHLAKE PARKWAY","MORROW","US","1000004703","","GA","30260","10.000000","10.000000","10.000000","IN","2020-07-20 09:57:00.0000000","","","","false","false","false","1801 US HWY 51","STOUGHTON","US","WI","53589","ZWPT","STEEL RACK","SR200154","false","","10","","","","2020-07-15 09:57:00.0000000","1000001310","","","","PP","EA","TM_EXT_MCS01","2020-07-14 09:57:06.0000000","TM_EXT_MCS01","","","110","LBS","CUMMINS FILTRATION","PACCAR PARTS-ATLANTA","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000000047","","MX01","false","","TM_EXT_MCS01","2020-02-07 15:52:05.0000000","USD","","CALZ GUSTAVO VILDOSOLA CASTRO 2000","Mexicali","MX","CX01","","BC","21385",,,,"IN","2020-02-24 15:51:00.0000000","","","","false","false","false","149 WATER TANK ROAD","STATESVILLE","US","NC","28677","","FILTER-FUEL","FF172FLG","false","","23","","","","2020-02-10 15:51:00.0000000","1000001645","","","","","EA","TM_EXT_MCS01","2020-02-07 15:52:05.0000000","TM_EXT_MCS01","","","","LBS","MACKMOLDING COMPANY","KENWORTH MEXICANA",,,,,,,,,,,
"000001104","","US56","false","","TM_INT_EMP01","2020-06-25 15:17:29.0000000","USD","","1257 ROBERSON SPRINGS RD BLDG 1","LOUDON","US","PD02","","TN","37774","10.000000","10.000000","10.000000","IN","2020-07-03 15:17:00.0000000","","","","false","false","false","1601 NORTH 8TH STREET","RENTON","US","WA","98057-5573","ZWPT","FIFTH WHEEL\, HOLLAND","FW17J712XL00","true","","1000","","","","2020-06-29 15:17:00.0000000","1000004702","","","","CC","EA","TM_INT_EMP01","2020-06-25 15:17:29.0000000","TM_INT_EMP01","","","2000","LBS","KENWORTH RENTON","National Seating","TRL","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000048","","US02","false","","TM_EXT_MCS01","2020-02-07 15:58:24.0000000","USD","","800 MANOR PARK DRIVE","COLUMBUS","US","1000001593","","OH","43228",,,,"IN","2020-02-18 15:58:00.0000000","","","","false","false","false","100 CHAMBER DR","CHILLICOTHE","US","OH","45601","","HARNESS- WIRE- HVAC SYSTEM","FF10000","false","","33","","","","2020-02-11 15:58:00.0000000","KC03","","","","","EA","TM_EXT_MCS01","2020-02-07 15:58:24.0000000","TM_EXT_MCS01","","","","LBS","VITATOE INDUSTRIES","CORE MFG COMPANY - MX",,,,,,,,,,,
"000001151","","US56","false","","TM_EXT_MCS01","2020-07-14 10:00:12.0000000","USD","","7400 Route Transcanadienne","ST. LAURENT","CA","CA51","","QC","H4T 1A5","10.000000","10.000000","10.000000","IN","2020-07-20 10:00:00.0000000","","","","false","false","false","1401  E DIVISION ST","NEILLSVILLE","US","WI","54456","ZWPT","Crossmember - heat exch","F11-1409","false","","200","","","","2020-07-15 10:00:00.0000000","1000001312","","","","CC","EA","TM_EXT_MCS01","2020-07-14 10:00:12.0000000","TM_EXT_MCS01","","","200","LBS","CUMMINS FILTRATION MFG -","PACCAR Parts - Montreal","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000001105","","US52","true","","TM_INT_EMP01","2020-06-25 15:22:53.0000000","USD","","1257 ROBERSON SPRINGS RD BLDG 1","LOUDON","US","PD02","","TN","37774","10.000000","10.000000","10.000000","IN","2020-07-03 15:22:00.0000000","123456","","","false","false","false","1601 NORTH 8TH STREET","RENTON","US","WA","98057-5573","ZWPT","FIFTH WHEEL\, HOLLAND","FW17J712XL80","true","","100","FLT","","","2020-06-29 15:22:00.0000000","1000004702","","","","CC","EA","TM_INT_EMP01","2020-06-25 15:22:53.0000000","TM_INT_EMP01","","","1000","LBS","KENWORTH RENTON","National Seating","TRL","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000049","","AU01","false","","TM_EXT_MCS01","2020-02-07 16:04:40.0000000","USD","","100 CHAMBER DR","CHILLICOTHE","US","KC03","","OH","45601",,,,"IN","2020-02-26 16:04:00.0000000","","","","false","false","false","CALZ GUSTAVO VILDOSOLA CASTRO 2000","Mexicali","MX","BC","21385","","PLATE-MOUNTING BLOWER MOTOR","FC10100","false","","4","","","","2020-02-10 16:04:00.0000000","CX01","","","","","EA","TM_EXT_MCS01","2020-02-07 16:04:40.0000000","TM_EXT_MCS01","","","","LBS","KENWORTH MEXICANA","VITATOE INDUSTRIES",,,,,,,,,,,
"000001152","","US52","false","","TM_EXT_MCS01","2020-07-14 10:22:33.0000000","USD","","1601 NORTH 8TH STREET","RENTON","US","1000004702","","WA","98057-5573","30.000000","30.000000","30.000000","IN","2020-07-19 10:21:00.0000000","","","","false","false","false","3211 FRUITLAND AVE","LOS ANGELES","US","CA","90058-0843","ZCTN","EXCHANGER-HEAT-CONDENSER","F31-1267","false","","150","","","","2020-07-16 08:15:00.0000000","1000001404","","","","TP","EA","TM_EXT_MCS01","2020-07-14 10:22:33.0000000","TM_EXT_MCS01","","","2000","LBS","BARKSDALE - LOS ANGELES CA","KENWORTH RENTON","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000001106","","US52","false","","TM_INT_EMP01","2020-06-25 16:13:45.0000000","USD","","1601 NORTH 8TH ST","RENTON","US","KR01","","WA","98055","12.000000","12.000000","12.000000","IN","2020-07-01 16:13:00.0000000","","","","false","false","false","ATTN MC 60404","COLUMBUS","US","IN","47202-3005","ZWPT","Laptop","","true","","12","","","","2020-06-29 16:13:00.0000000","1000001041","","","","CC","EA","TM_INT_EMP01","2020-06-25 16:13:45.0000000","TM_INT_EMP01","","","144","LBS","CUMMINS-ROCKY MTN NC","Kenworth-Renton (Dock M)","FAB","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000050","","CA51","false","","TM_EXT_MCS01","2020-02-07 16:09:13.0000000","USD","","600 GILLAM RD","WILMINGTON","US","1000000047","","OH","45177",,,,"IN","2020-02-25 16:08:00.0000000","","","","false","false","false","149 WATER TANK ROAD","STATESVILLE","US","NC","28677","","BUSING-IGUS 1.25\" LENGTH","RF1-1216-20","false","","35","","","","2020-02-11 16:08:00.0000000","1000001645","","","","","EA","TM_EXT_MCS01","2020-02-07 16:09:13.0000000","TM_EXT_MCS01","","","","LBS","MACKMOLDING COMPANY","RL CARRIERS",,,,,,,,,,,
"000001153","","US52","false","","TM_EXT_MCS01","2020-07-14 10:24:15.0000000","USD","","1601 NORTH 8TH STREET","RENTON","US","1000004702","","WA","98057-5573","30.000000","30.000000","30.000000","IN","2020-07-19 10:21:00.0000000","","","","false","false","false","3211 FRUITLAND AVE","LOS ANGELES","US","CA","90058-0843","ZCTN","MODULE-BASIC COOLING 1780","F31-1058-3131311","false","","150","","","","2020-07-16 08:15:00.0000000","1000001404","","","","TP","EA","TM_EXT_MCS01","2020-07-14 10:24:15.0000000","TM_EXT_MCS01","","","1500","LBS","BARKSDALE - LOS ANGELES CA","KENWORTH RENTON","","testing@emial.com","TM_EXT_MCS01",,,,,,,,
"000001107","","US52","false","","TM_INT_EMP01","2020-06-26 08:25:19.0000000","USD","","200 NATIONAL DR","VONORE","US","CM08","","TN","37885","10.000000","10.000000","10.000000","IN","2020-06-29 08:24:00.0000000","GL53345","","","false","false","false","1601 NORTH 8TH ST","RENTON","US","WA","98055","ZWPT","FIFTH WHEEL\, HOLLAND","","false","","10","","","","2020-06-26 12:25:00.0000000","KR00","","","","CC","EA","TM_INT_EMP01","2020-06-26 08:25:19.0000000","TM_INT_EMP01","","","100","LBS","KR00 - KENWORTH RENTON","NATIONAL SEATING","","testing@emial.com","TM_INT_EMP01",,,,,,,,
"000000051","","CA01","false","","TM_EXT_MCS01","2020-02-07 16:16:14.0000000","USD","","123 Street","San Mateo","US","My desk","","CA","94403",,,,"IN","2020-02-26 16:16:00.0000000","","","","false","false","false","CALZ GUSTAVO VILDOSOLA CASTRO 2000","Mexicali","MX","BC","21385","","GASKET\,AFM DEVICE","5417859CUM","false","","23","","","","2020-02-11 16:16:00.0000000","CX01","","","","","EA","TM_EXT_MCS01","2020-02-07 16:16:14.0000000","TM_EXT_MCS01","","","","LBS","KENWORTH MEXICANA","My desk",,,,,,,,,,,
